image_path,label
OriginalImages\3837\20140226_122224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140226_132217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140227_142223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140227_152222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140227_165219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140228_105228.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140228_112225.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140228_142218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140301_162223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140302_162227.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140302_165212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140303_085214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140303_102215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140303_112217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140304_135217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140304_165215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140305_065220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140305_105222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140305_132212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140306_115214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140307_112215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140307_132232.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140308_112217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140308_115215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140309_065215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140309_145216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140310_132218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140310_152223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140311_055223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140312_175220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140313_065214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140313_142222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140314_055210.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140314_062220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140315_095211.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140315_142219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140316_095211.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140317_062217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140317_102218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140318_055220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140318_075223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140318_105226.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140318_125229.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140319_102215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140319_125211.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140319_165218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140320_055210.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140320_082218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140321_075222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140321_165220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140322_062222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140322_072216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140322_115226.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140323_092228.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140323_112215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140324_125218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140324_135212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140325_155221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140326_085217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140326_145220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140326_175214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140327_132214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140327_152228.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140327_175217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140328_112222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140328_125218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140328_132216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140328_165212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140329_062217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140329_102219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140329_122211.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140329_152214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140329_165222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140330_075227.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140330_112216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140330_142213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140330_145212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140330_152212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140331_112222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140331_135215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140331_162213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140401_082217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140401_172216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140402_102215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140402_175228.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140403_075213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140403_142217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140404_052212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140404_082217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140404_105213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140405_072222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140405_085217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140405_152224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140405_155224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140405_175222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140406_082213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140406_085212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140406_122213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140406_135216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140406_172215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140407_085211.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140407_135221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140408_052224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140408_062216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140408_115213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140409_122219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140409_155226.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140410_085218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140410_105216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140410_175215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140411_085218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140411_102223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140411_142226.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140411_165217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140413_052224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140413_072216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140413_105220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140413_152221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140414_062217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140414_072218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140414_102217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140414_135223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140415_062220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140415_095212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140416_052217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140416_125213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140417_102216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140417_165218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140417_172217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140418_092228.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140418_102213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140418_142213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140419_065219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140419_072216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140419_142215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140419_165216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140420_102217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140420_112213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140420_162215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140421_165219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140422_092218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140422_112218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140422_172219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140423_125213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140423_172219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140423_182223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140424_065221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140424_095215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140424_125218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140425_065214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140425_095214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140425_115215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140425_135220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140425_145218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140426_112226.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140426_152218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140426_165215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140427_072219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140427_115222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140427_155220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140428_095216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140428_105217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140428_112214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140428_115222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140429_062214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140429_075220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140429_102223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140430_045213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140430_162210.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140501_065234.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140501_075227.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140502_095220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140502_105214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140502_175218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140503_085221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140503_102223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140503_125220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140504_102216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140504_145216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140504_172215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140504_185218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140505_102220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140505_165220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140506_135218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140506_142223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140506_172214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140506_185224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140507_105211.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140507_125216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140507_132218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140508_052221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140508_105215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140508_115215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140508_125214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140509_062217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140509_125213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140509_152215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140510_142216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140510_145213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140510_165211.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140511_082220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140511_182224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140512_052220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140512_092219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140512_172227.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140513_035218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140513_095220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140513_122219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140513_132219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140514_042220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140514_045215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140514_102215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140515_142211.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140515_155218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140516_045213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140516_052221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140516_145217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140516_175220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140517_042219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140517_055219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140517_165216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140518_042227.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140518_055216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140518_072218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140518_172216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140519_042225.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140519_052221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140519_065218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140519_092216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140520_102222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140520_115218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140520_155219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140521_062212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140521_112221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140522_162215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140522_175220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140523_075230.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140523_102216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140523_185215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140523_192220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140524_055220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140524_142214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140524_152222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140525_035223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140525_052211.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140525_075217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140525_152215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140526_035215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140526_105220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140526_115230.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140526_142226.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140526_192224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140527_035219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140527_045212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140527_085224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140527_165221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140528_055215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140528_095217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140528_125221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140529_105222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140529_112219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140530_115224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140530_155225.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140530_185217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140531_045217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140531_142219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140531_145220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140531_182220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140601_032221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140601_065222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140601_165219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140601_185213.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140602_112217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140602_135220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140602_165223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140603_045220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140603_052217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140603_055225.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140604_125215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140604_135215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140604_175220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140605_062212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140605_082223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140605_115215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140605_162224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140606_075216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140606_192216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140607_082223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140607_122217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140607_132219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140608_102211.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140608_132224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140609_042221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140609_045222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140609_085223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140609_135217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140610_095215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140610_165214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140611_052219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140611_055214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140611_105212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140611_122219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140612_182221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140612_185220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140613_102220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140613_135217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140613_165236.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140613_192219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140614_035216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140614_045225.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140614_132221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140614_162215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140614_172217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140615_035216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140615_055227.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140615_122218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140615_175220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140615_195221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140616_105214.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140616_155223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140616_165216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140616_185228.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140617_035215.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140617_095221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140617_112217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140617_155223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140618_062225.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140618_065220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140618_092225.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140618_112218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140618_122223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140619_105224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140619_115217.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140619_185219.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140620_042216.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140620_045230.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140620_095209.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140620_162212.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140621_035222.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140621_045220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140621_062220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140621_185221.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140622_062224.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140622_182220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140623_072229.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140623_155223.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140624_045220.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140624_105218.jpg,ValidationImages\Skyfinder\3837.png
OriginalImages\3837\20140624_172216.jpg,ValidationImages\Skyfinder\3837.png
